,title,content,date,link
10,國內新冠快篩試劑供應量能充足，請民眾安心,                    　　有關家用新冠快篩試劑國內已核准4張許可證，相關業者分別為寶齡富錦生技股份有限公司、台塑生醫科技股份有限公司以及亞培快速診斷設備股份有限公司，另專業人士用新冠快篩試劑已核准6張許可證，經了解新冠快篩試劑整體供應量能充足。　　另食品藥物管理署已主動聯繫四大超商、連鎖藥局等通路，針對家用新冠快篩試劑請其協助鋪貨/備貨，以維持國內防疫量能，相關通路亦表示會盡力配合政府政策，惟目前仍須視各門市市場需求，不一定全國通路皆會鋪貨，建議民眾可至較大型的連鎖藥局購買。　　目前家用新冠快篩試劑許可證產品資訊以及業者聯繫方式已公布於食品藥物管理署官網（連結：食品藥物管理署網站首頁http://www.fda.gov.tw>業務專區 > 醫療器材 > COVID-19 防疫醫材專區 > 家用新型冠狀病毒檢驗試劑專區 > 家用新型冠狀病毒檢驗試劑許可證清單），若須詢問相關業者鋪貨通路亦可致電詢問，或至業者官網留言洽詢。                ,2025-05-15,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623574
11,食藥署呼籲：務必慎選合法醫療器材進行非侵入性皮膚皺紋與細紋治療,                        現今媒體及網路充斥許多宣稱拉提、緊緻肌膚或去除皺紋等療程的醫美廣告，食藥署呼籲，民眾如想尋求治療皺紋及細紋，應至合格醫療院所，尋求專業醫師協助，並以食藥署核准具電波除皺及超音波拉提功能的醫療器材進行非侵入性皮膚治療，避免落入不肖業者使用非法醫療器材之陷阱。    電波除皺及超音波拉提治療並非所有族群都適用，像是兒童或孕婦、裝有植入式心律調節器或心臟去顫器，以及治療區域有開放性傷口、感染或嚴重皮膚病等情形，都不建議接受電波除皺或超音波拉提治療。治療後可能產生紅腫、緊繃、刺痛、灼熱、短暫腫脹或瘀青及暫時性神經反應等現象，應依照醫囑護理治療部位，像是加強保濕及防曬、避免接觸高溫或過度搓揉治療部位，一旦發生併發症，應及時回診，尋求專業協助。    食藥署再次提醒，在接受電波除皺及超音波拉提治療前，應注意以下三個要點：首先，民眾應選擇合格醫療院所；第二，應與具執業登記之合格醫師討論，並確實告知病史，由專業醫師依個人健康狀況，審慎評估最合適的治療方案及醫療器材；第三，在施作療程前，應確認所使用之醫療器材經食藥署核准。電波除皺及超音波拉提設備皆屬於第二等級醫療器材，食品藥物管理署對其上市前審查均嚴謹把關始核予許可證。如需查詢醫療器材許可證產品相關資料，可至食品藥物管理署網站之許可證資料庫查詢(http://www.fda.gov.tw>醫療器材>資訊查詢>醫療器材許可證資料庫>西藥、醫療器材、化粧品許可證相關查詢)；如有發現醫療器材不良品或使用醫療器材引起之不良反應，請至藥品醫療器材食品化粧品上市後品質管理系統(http://qms.fda.gov.tw)或撥打不良反應通報專線: 02-2396-0100通報。                ,2025-05-14,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623569
12,食藥署說明進口冷凍豬腳檢出微量萊克多巴胺,"食藥署對食品所採取之管理措施，均在以維護食安優先的前提下，配合國家整體政策方向，透過科學分析原則，基於國人膳食風險評估及特殊飲食習慣，並參考國際標準而訂定，透過中央地方合作，持續依據食品安全衛生管理法相關規定，落實邊境查驗與市場稽查。 萊克多巴胺殘留容許量於牛肌肉，自101年9月11日實施；豬肌肉、脂(含皮)、肝、腎及其他可食部位，自110年1月1日實施。101年9月11日至114年4月30日邊境報驗牛肉及牛雜碎共計24萬9,609批，檢出萊克多巴胺計2,493批，其中，檢出萊克多巴胺超標不合格為6批，不合格批均退運銷毀；110年1月1日至114年4月30日邊境報驗豬肉及豬雜碎共計2萬5,466批，檢出萊克多巴胺計1批，其中，檢出萊克多巴胺超標不合格為0批。牛豬肉產品均一體適用食品安全衛生管理法，所有合格放行案件，都在科學分析下可接受風險。 110年至114年4月間，於後市場對進口及國產之牛肉產品共抽驗6,141件檢驗乙型受體素(含萊克多巴胺)，僅於110年有1件「美國冷藏牛腱」檢出0.02 ppm萊克多巴胺不合格，已依法處辦，其餘皆合格；於後市場對進口及國產之豬肉產品共抽驗1萬8,501件檢驗乙型受體素(含萊克多巴胺)，結果皆合格。     「豬肉儀表板」是食藥署一直秉持檢驗結果的透明揭露，讓民眾安心。所有放行產品，都在科學分析下可接受風險。目前如此，未來也持續依「食安優先、科學分析、國際標準及市場稽查」辦理。",2025-05-05,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=31045
13,聰明避孕不意外，準備到位沒煩惱！,                        隨著健康意識提升，越來越多民眾主動瞭解避孕相關知識，因為在不同人生階段，都可能面對避孕的選擇與考量。對許多年輕朋友來說，在探索感情與自我成長的過程中，瞭解避孕方式是保護自己的關鍵基礎，更是關乎身體健康與生活選擇的重要課題。    月經週期與受孕息息相關，每位女性朋友的月經週期略有不同，平均約28天，可分為月經期、濾泡期、排卵期與黃體期。排卵期大約在下次月經前14天，是受孕機率最高的時期。掌握週期變化，不僅有助於照顧自己的身體，也能作為自然避孕法的參考。    口服避孕藥是許多女性朋友會選擇的避孕方法，主要分為「事前」與「事後」兩種。「事前」避孕藥需要連續服用，透過少量雌激素與黃體素進行體內調節，抑制排卵進而達到有效避孕的效果。「事後」避孕藥則是在無安全措施的性行為後72小時內服用，透過高劑量黃體素抑制或延遲排卵，但並不適合長期使用。    除口服避孕藥，還有多種避孕選擇，如保險套、子宮內避孕器、陰道內避孕環或皮下植入劑等。每種方法都有其適用情況，建議女性朋友可根據個人需求與健康狀況，與醫師討論後選擇最合適的方式，並可向藥師諮詢以獲得更多衛教資訊。    食品藥物管理署特別呼籲：不論使用哪種避孕方式，務必選用具有合法許可證字號的藥品或醫療器材，切勿在網路或來路不明的管道購買，以免對健康造成嚴重危害。正確避孕不僅保護自己與他人，也是一種對未來負責的表現。掌握知識，保護健康，展現成熟自信。                ,2025-04-30,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623532
14,2025智慧醫材跨域產業鏈結交流會登場 落實「健康臺灣」與強化國際拓銷動能,                    衛生福利部食品藥物管理署(以下簡稱食藥署)委託財團法人生技醫療科技政策研究中心今（28）日在臺大國際會議中心舉辦「2025智慧醫材跨域產業鏈結交流會—臺灣接軌國際醫療：智慧醫材市場拓銷與輸出機會」，邀集國立臺灣大學附設醫院吳明賢院長、中華民國醫療器材商業同業公會全國聯合會陳堯濱理事長、台灣醫療暨生技器材工業同業公會黃大可副理事長、社團法人國家生技醫療產業策進會錢宗良執行長等嘉賓及來自產官學研醫的代表共同參與，期透過國際趨勢解析、國際市場拓展經驗分享、創新技術展示、1對1媒合交流及現場法規諮詢，促進智慧醫材發展與技術輸出、跨域合作與產業鏈整合，強化我國智慧醫療器材產業的全球競爭力。食藥署積極推動「健康臺灣」政策，協助業者將智慧醫療技術應用於健康促進及慢性病預防、強化國家癌症防治計畫、智慧醫療結合健康照護等11項重點工作，透過智慧科技的導入，優化醫療照顧流程與效率，透過公私協力，共同推動臺灣智慧醫材產業的發展。食藥署因應國際智慧醫材產業發展趨勢，自109年至114年3月底，已核准180張應用AI技術之醫療器材許可證（國產55張，輸入125張），配合國家政策，結合多樣性技術及臨床應用，提供國產智慧科技醫療器材專案諮詢輔導服務，協助國內智慧醫材之發展，媒合智慧科技醫療器材臨床落地應用，提升我國健康照護能量。活動邀請宏碁智醫總經理許凱程及雲象科技執行長葉肇元解析全球智慧醫材結合AI應用的最新發展及分享拓銷國際市場的經驗，並安排9家新創醫材團隊進行技術展示，包括腦波監測裝置、血液透析AI預判系統、AI肝癌復發預測平台、5G多參數生理監視系統等，充分展現臺灣在智慧醫材領域的研發能量與臨床應用實力。活動現場同步設有食藥署法規諮詢、業者海報展示與1對1媒合交流區，讓技術與需求精準對接，進一步創造跨域合作與國際拓銷機會。面對全球智慧醫療市場，臺灣勢必加速資源整合與創新升級，透過本活動期望引發更多的創新想法和合作機會，共同邁向國際市場，創造智慧醫療新價值。                ,2025-04-28,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623529
15,食藥署說明媒體報導藥廠實驗室疑遭汙染一事,                       食藥署於114年4月23日派員赴國光公司查核，經調閱實驗室作業程序、環境清潔消毒紀錄、偏差事件調查紀錄並訪談相關人員，確認本次事件所涉區域為研發實驗室(2樓)，與上市產品用之品管實驗室(地下1樓及1樓)有實體區隔，廠內製造疫苗產品(含生產、檢驗、儲存)皆未於該涉案區域執行，無涉疫苗品質與安全，惟發現仍有數項缺失涉違反藥事法第57條，將移請地方政府衛生局處辦。   食藥署查核發現該事件發生後，該公司雖已進行消毒，惟仍有缺失包含:實驗動物之接收管理程序不完善、研發部門環境消毒紀錄不完整、研發部門對於偏差事件紀錄不完整、研發部門未以風險管理原則評估對全廠之影響。現場已責令廠方應於一周內提交改正報告至署，本署將再赴廠確認改善落實性。   食藥署持續以國際一致性PIC/S GMP規範，對藥廠進行定期及不定期查核，嚴謹把關藥品製造廠製造品質，完善民眾用藥安全的環境。                ,2025-04-23,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623521
16,因應近期美國擬調高藥品關稅，食藥署及健保署已啟動相關因應機制,                        因應近期美國擬調高藥品關稅，可能衝擊我國藥品進口與供應穩定，衛生福利部食品藥物管理署(下稱食藥署)與中央健康保險署(下稱健保署)已啟動相關因應機制，從強化預警、藥價彈性調整到提升供應鏈韌性等多方面著手，全力確保臨床用藥無虞，保障民眾醫療權益。一、建立藥品短缺處理機制，強化我國藥品供應韌性    食藥署已建立藥品短缺處理機制、制定必要藥品清單等，當發現藥品有短缺之虞，即啟動調查與評估，必要時請替代藥品廠商增產、公開徵求專案進口或製造等。針對美國生產藥品，食藥署目前已完成盤點，並函請相關許可證持有商確實掌握國外供應情形及提升國內藥品庫存。此外，對於罕藥、抗腫瘤藥、生物製劑等重要藥品，食藥署亦加強主動追蹤，確保民眾用藥無虞。    為降低藥品對單一來源原料藥的依賴，食藥署持續鼓勵藥廠增加原料藥來源並強化原料儲備，並透過專案輔導與加速審查機制，協助業者加快取得藥品許可證。二、確保藥價合理，鼓勵在地製造與替代使用    在價格政策方面，短期已針對可能受影響之藥品進行清單盤點，如因全球供應鏈生態改變致生產成本遽增，廠商可依全民健康保險藥物給付項目及支付標準第34條、第35條規定向健保署提出價格調整建議，以維持合理價格與市場穩定。長期則將持續推動學名藥與生物相似性藥品之使用，並支持新藥於國內在地製造，以提升我國製藥產業之韌性與自給能力，確保藥品穩定供應。    國際情勢瞬變，食藥署及健保署將持續強化藥品供應鏈韌性，以確保藥品穩定供應，保障國人健康權益。                ,2025-04-21,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623515
17,特定疾病配方食品怎麼挑?專家來教你,                        「特定疾病配方食品」是當病人因生理功能失調，導致無法進食、消化、吸收或代謝一般食品或食品中特定營養成分，或醫學上認定有其他特殊營養需求，且不易透過日常飲食調整所獲取時，可作為病人單一營養來源或部分營養補充的配方食品，例如糖尿病、癌症及腎臟病人等適用的配方食品。    提供給特定族群食用的特定疾病配方食品，經由專家組成的審議小組審查通過後，發給許可文件，分為可作為單一營養來源的「營養均衡完整配方食品」、「營養調整完整配方食品」及不可作為單一營養來源的「營養調整補充配方食品」、「特殊單素配方食品」四大類，衛生福利部（食品藥物管理署承辦，下稱食藥署）截至目前核准之特定疾病配方食品有373件。    取得許可的特定疾病配方食品外包裝上，除應符合一般包裝食品規定標示事項外，同時要標示「適用對象」、「開封前後保存方法」、「使用方法及用量」、「本品屬特定疾病配方食品，不適合一般人食用，須經過醫師或營養師指導使用」、「多食對改善此類疾病並無幫助」及「本品非供靜脈注射用」或等同意義詞句，此外，自114年1月1日起，必須在外包裝正面處，顯著標明「特定疾病配方食品」字樣。    食藥署提醒，特定疾病配方食品不是藥品，對於疾病並不會有治療效果，也不適合一般人食用，須經過醫師或營養師專業評估下使用；購買時，應選擇經查驗登記許可的特定疾病配方食品，食用前詳閱產品標示說明，並正確使用產品，才能得到最佳的營養支持。民眾若想查詢核准的特定疾病配方食品，可至食藥署網站（https://www.fda.gov.tw）/食品藥物消費者專區/整合查詢服務/食品/核可資料項下查詢。,2025-04-16,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623507
18,公告修正「健康食品之骨質保健功效評估方法」,                    為使健康食品保健功效評估試驗之實驗方法與實驗執行相關規範更臻明確與周全，並考量動物保護及福祉，衛生福利部(下稱衛福部)於4月10日公告修正「健康食品之骨質保健功效評估方法」。本次修正重點：一、刪除動物實驗；二、修訂受試對象條件、受試人數及安全性監測項目；三、修訂數據統計分析方法與結果判定之規範及保健功效敘述。「健康食品」所許可標示或廣告之保健功效及其宣稱敘述，取決於個別產品依據衛福部公告之保健功效評估方法，提出之科學實驗驗證結果。詳細訊息可至衛福部食品藥物管理署網站(http://www.fda.gov.tw/)之「本署公告」網頁查詢。衛福部強調，健康食品本質仍屬食品，並沒有等同藥品的效果，亦無治療疾病的作用，若身體有任何不良狀況仍應循正常醫療管道診治，切勿自行食用誇大功效或宣稱療效的產品，以免花錢又傷身。,2025-04-10,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623505
19,安心對抗青春痘「藥」這樣用！,                        青春痘（痤瘡）是常見的皮膚問題，春夏交替時，溫度和濕度變化易加重不適。透過正確的藥品治療和適當保養，青春痘是可有效控制，食品藥物管理署（以下簡稱食藥署）將幫助大家安心對抗青春痘。認識不同種類的青春痘藥品治療青春痘的藥品可分為外用藥與口服藥，應根據青春痘的嚴重程度、膚質與個人需求來選擇適合的治療方式。(一)外用藥：減少皮脂分泌、促進角質代謝，或對抗引發青春痘的細菌。常見的外用藥類型包括：1.過氧化苯(Benzoyl Peroxide)：具有抗菌作用，減少痤瘡桿菌，並溶解角質，適用於輕度青春痘。使用時應注意避免過量，因可能引起乾燥與刺激感。2.外用抗生素（例如克林黴素Clindamycin、紅黴素Erythromycin）：對發炎性青春痘有抗菌與抗發炎作用，長期使用可能產生抗藥性。3.外用A酸（例如Tretinoin、Isotretinoin、Adapalene）：讓角質細胞生長正常，減少過度角化，抗發炎作用。但刺激性可能較強，需搭配保濕與防曬措施。4.外用杜鵑花酸(Azelaic Acid)：作用類似A酸，幫助改善青春痘情況。(二)口服藥:當外用藥效果有限，或青春痘較為嚴重（例如囊腫型青春痘、大範圍發炎），醫師可能會建議使用口服藥來改善病情。常見的口服藥包括：1.口服抗生素（例如四環黴素類Tetracycline、Doxycycline）：具抗菌與抗發炎作用，抑制痤瘡桿菌生長。使用期間應避免過度陽光曝曬，以防止光敏感反應。2.口服A酸（Isotretinoin）：針對重度囊腫型青春痘，能有效降低皮脂分泌、減少發炎並抑制粉刺生成。使用時可能引起口乾、皮膚脫皮，甚至影響肝功能，女性需避免懷孕，因可能導致胎兒畸形，必須在醫師嚴格監督下使用。3.口服賀爾蒙藥品（適用於女性）：可調節體內荷爾蒙，減少雄性激素對皮脂腺的影響，從而減少皮脂分泌，適用於因內分泌失調引起的青春痘。    青春痘若處理不當，可能會留下永久性色素沉澱或疤痕。為能保持「好臉色」，除有良好的生活習慣與正確的清潔保養之外，也應確認自身青春痘狀況，對於用藥有疑問，請諮詢醫師或藥師，讓專業幫助您擺脫青春痘困擾。另外應避免迷信偏方，也切記不要透過網路平台購買來路不明的藥品，如此才能更安心有效地對抗青春痘。                ,2025-04-02,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623502
20,食藥署說明今日媒體報導「藥界籲縮短藥品入庫效期」一事,                        有關今日多家媒體報導「藥界籲縮短藥品入庫效期」一事，食品藥物管理署(以下簡稱食藥署)說明如下:    食藥署是依廠商所做的安定性試驗結果來核訂藥品的有效期限，在有效期限內如依照仿單標示的儲存溫度來存放及使用，並不會影響藥品的品質、安全與療效。    食藥署已建立藥品短缺處理機制，並持續精進藥品供應管理措施，以確保藥品穩定供應。另目前國內生理食鹽水供應情形已達供需平衡，食藥署亦會持續監控。                ,2025-03-27,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623490
21,食藥署澄清近日媒體報導「衛福部遲不開放家用流感病毒快篩試劑」乙事與事實不符,                    近日媒體報導指稱「衛福部遲不開放家用流感病毒快篩試劑」乙事，與事實不符。食藥署澄清從未限制業者提出家用流感病毒快篩試劑查驗登記申請，且對於相關案件審查皆加速辦理並審慎把關。食藥署曾於113年受理一件家用新冠/流感二合一快篩試劑查驗登記，惟所附資料產品性能不符合技術基準，未能准予登記。目前無業者提出家用流感病毒快篩試劑查驗登記申請，若有業者申請，會盡速辦理。為確保產品之安全及有效性，食藥署參考國際審查規範，110年公告「流感病毒抗原快篩試劑檢測系統技術基準」及「家用體外診斷醫療器材查驗登記須知」，可提供業者作為研發家用流感病毒快篩試劑查驗登記資料準備之參考。目前，食藥署已核准15張流感病毒抗原快篩試劑許可證，其中2張為新冠/流感二合一快篩試劑許可證，皆為專業人員使用，尚無核准家用流感病毒快篩試劑。                ,2025-03-27,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623489
22,食藥署啟動「114年端午複合式專案」,                      為維護消費者於端午節慶期間之食品安全衛生，食品藥物管理署(下稱食藥署)啟動114年端午複合式專案，透過加強查核及抽驗，確保製造業及販售業之相關產品符合食品安全衛生管理法(下稱食安法)相關規定。  本次專案稽查重點依食安法相關規定，查核製造業及販售業之食品業者登錄資訊、食品良好衛生規範(GHP)準則、標示正確性及定型化契約等項目，並抽驗相關應景食品(如粽子及其原料等)，檢測農藥、動物用藥殘留、食品添加物及衛生標準等項目，如查獲違反食安法相關規定者將依法處辦。  食藥署呼籲食品業者應落實自主管理，遵守食安法相關規定。此外，提醒民眾歡慶端午佳節之餘，記得不要多食而造成身體負擔；購買相關應景食品時要辨明標示資訊及新鮮度，留意販售場所之環境清潔及店員衛生習慣，購入後也要妥善保存並於有效日期內儘快食用完畢。                ,2025-03-26,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623466
23,食藥署啟動「114年食用冰塊及包裝冰品製造業稽查專案」,                        台灣氣候炎熱，許多食品業者常使用冰塊降低食品溫度，以確保涼快口感及食材新鮮度，民眾亦常選購各式各樣清涼可口的冰棒或冰淇淋等冰品來享用，為確保市售食用冰塊及包裝冰品之品質衛生，食品藥物管理署聯合地方政府衛生局共同執行「114年食用冰塊及包裝冰品製造業稽查專案」，針對食用冰塊及包裝冰品製造業者之原料來源、環境衛生、產品標示等進行稽查並抽驗相關產品，確保產品品質符合食品安全衛生管理法相關規定，以維護民眾健康。    本次稽查重點包含食品業者登錄資訊、產品責任險、食品良好衛生規範準則(GHP)、食品添加物使用及管理情形、原料合法性、保存來源文件、自主管理、食品追溯追蹤系統、定型化契約及產品標示等項目，並抽驗食用冰塊及包裝冰品檢驗食品中微生物衛生標準等。    食品藥物管理署關心民眾食用安全，並呼籲食品業者應落實自主管理，確保製售食品符合食品安全衛生管理法相關規定，倘查獲違規情事將依法處辦，以保障消費者權益。,2025-03-20,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623455
24,食藥署啟動「114年國道服務區暨交流道周邊餐飲業稽查專案」,                        國道及快速道路為國人南來北往的交通要道，尤其連續假期大量返鄉及出遊車潮，使國道服務區及交流道周邊餐飲業者成為民眾飲食及休息的首要選擇，爰食藥署規劃「114年國道服務區暨交流道周邊餐飲業稽查專案」，聯合地方政府衛生局針對業者作業環境與從業人員進行稽查，並抽驗供應的餐食等，以維護民眾飲食衛生安全。    本次專案稽查重點包含食品良好衛生規範(GHP)準則、食品業者登錄、產品責任險、食品添加物使用、烹調技術士持證比、食品業者應保存來源文件等，同時針對直接供應飲食場所標示進行查核，如牛(豬)肉及其可食部位原料之原產地標示、基因改造食品原料標示、重組肉或注脂肉食品標示等項目，另抽驗即食食品或各式調味醬等，並依產品類別分別檢驗食品中微生物及防腐劑等項目。    食藥署呼籲食品業者應落實自主管理，確實遵守食安法相關規定，倘GHP不符規定，經命限期改正而屆期不改正者，涉違反食安法第8條規定，可依同法第44條規定處新臺幣6萬元以上2億元以下罰鍰。                ,2025-03-20,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623458
25,食藥署聲明：透明矯正牙套均依法管理並遵循國內相關法規，針對不法產品積極處理,                        為了保障民眾的就醫權益，確保醫療器材的安全與品質，食品藥物管理署(以下簡稱食藥署)負責審查產品之安全性、效能及品質，並與醫事人員攜手提供完善的醫療服務。食藥署目前已核准之透明矯正牙套系統相關許可證，部分產品許可證範圍含牙套材料、矯正規劃軟體及牙套成品，部分產品許可證範圍含牙套材料與矯正規劃軟體，雖未涵蓋牙套成品，但在醫事專業人員訂製病人使用客製化牙套時，因其屬於客製化器材，為醫療業務的一環，無須再向主管機關申請查驗登記或登錄。食藥署未來將進一步完善許可證核准內容，確保牙套相關產品管理之一致性。    食藥署強調，醫事專業人員在訂製病人專用如牙套、骨材等客製化器材時，皆需要經由我國同類產品醫療器材許可證所載製造業者生產，以確保產品的合法性與安全性。    針對近期有團體指稱特定牙套產品來源、廣告及成品等疑似違規情事，食藥署已責成地方衛生局積極介入調查、釐清，若發現違法事證，將依法嚴懲。此外，食藥署為加強網路販售牙材相關違規產品的監管，食藥署日前已函請國內各大電商平台加強網路自主巡查，對於違規頁面應即刻下架，再經查獲將依法處分。對於境外網站販售非我國核准之牙材等違規商品，食藥署除已洽跨部會協助，並呼籲我國醫事專業人員務必自合法管道購買、使用通過食藥署審查且取得許可證之合法牙科相關醫療器材，以維護民眾的消費權益與健康安全。                ,2025-03-19,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623463
26,食藥署公布113年度十大違規食藥廣告,"                        食品藥物管理署(下稱食藥署)公布113年度十大違規食藥廣告名單，提醒消費者不要輕信廣告內容，花錢受騙上當。這十大違規食藥廣告分別為∶1.「A.H.A關捷挺固立」；2.「原輔堂立順芯」；3.「活化勝」；4.「PP石墨烯智能氣動塑崩系列」；5.「PBF護衛寶」；6.「神農太醫堂千金方加味排毒祛濕飲」；7.「元氣堂-苦瓜胜肽複方強化EX膠囊」；8.「萬年堂全酵激酶EX」；9.「金沛兒蜂胎王純淨奇蹟膠囊」及10.「Labelle拉蓓-青春超能纖汁」等產品(如附件)。上述產品廣告內容大多涉及醫療效能與生理功能，均已依法裁處新臺幣(下同)100萬至1,124萬元，其中「A.H.A關捷挺固立」產品，廣告誆稱為「治療肌少症，逆轉肌肉萎縮…治療退化性關節炎」等誇張療效，為113年度違規食藥廣告之首，累計開罰1,124萬，同時裁處該廣告代言人郭子乾先生，計216萬元。    食藥署表示113年度全國衛生機關裁處食品、藥物、化粧品違規廣告共計8,006件，罰鍰金額達3億7,765萬元，相較於112年裁處10,526件，罰鍰金額4億3,202萬元，裁處件數減少2,520件及金額減少5,437萬元，均顯著下降，顯示食藥署於113年1月31日祭出修正廣告處理原則加重處罰之規定，包括廣告違規情狀及名人代言加權最高3倍等，已達到嚇阻違規廣告之效果。不過，食藥署仍將持續與全國衛生機關合作，加強稽查違規廣告，以維護國人健康及有效淨化閱聽環境。    食品廣告依食品安全衛生管理法第28條規定，倘涉及不實、誇張或易生誤解，可處4萬元以上400萬元以下罰鍰，涉及醫療效能，可處60萬元以上500萬元以下罰鍰；化粧品廣告則依化粧品衛生安全管理法第10條規定，倘涉及虛偽或誇大，可處4萬元以上20萬元以下罰鍰，涉及醫療效能，可處60萬元以上500萬元以下罰鍰；一般商品違反藥事法第69條規定，非藥物不得為醫療效能之標示或宣傳，可處60萬元以上2,500萬元以下罰鍰。    最後，食藥署呼籲民眾，凡是廣告內容太吸引人的，務必提高警覺，聰明判斷產品資訊，尤其是宣稱具有療效的廣告內容更勿輕信、勿衝動購買，以免花錢受騙！如發現身體不適的情形，應尋求正規之醫療管道就醫。另，食藥署設置有「違規食品、藥物、化粧品廣告民眾查詢系統」（網址: http://pmds.fda.gov.tw/illegalad/）及「食藥膨風廣告專區」（網址:http://www.fda.gov.tw/TC/news.aspx?cid=5085），可查詢廣告相關資訊，做為選購產品的參考，一起守護自身健康及消費權益。",2025-03-19,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623454
27,"食藥署啟動「114年冷凍冷藏蝦類產品製造業稽查專案」
",                        蝦類產品係國人烹調常使用之食材，如蝦、蝦仁等產品。為維護蝦類食品之衛生安全，食品藥物管理署近日將啟動「114年冷凍冷藏蝦類產品製造業稽查專案」，由衛生機關針對冷凍冷藏蝦類產品製造業進行稽查及抽驗。    本次專案稽查重點依食品安全衛生管理法相關規定，查核業者食品良好衛生規範準則(GHP)、食品安全管制系統準則(HACCP)、食品業者登錄資訊、原料來源及使用之合法性、產品標示、食品安全監測計畫、強制檢驗、保存來源文件、食品追溯追蹤系統等項目之符合性，並抽驗蝦類等水產品相關原料或成品。    食品業者應落實自主管理，衛生機關將持續辦理相關衛生稽查，如查有不符規定者，所轄衛生局將依法處辦，維護消費者食用衛生安全。                ,2025-03-17,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623452
28,食藥署啟動「114年度醃漬蔬菜製造業稽查專案」,                      醃漬蔬菜為許多料理增添風味，亦為國人佐餐喜愛的配菜，為確保醃漬蔬菜產品的安全衛生，食品藥物管理署(下稱食藥署)聯合地方政府衛生局針對醃漬蔬菜製造業者啟動稽查抽驗專案，並將近年抽驗不合格之製造業者優先納入查核名單，以落實源頭管理。  本次稽查重點將針對食品良好衛生規範(GHP)準則、產品責任險及產品標示等進行稽查外，另將加強查核食品添加物使用之合法性，並抽驗成品檢驗防腐劑、漂白劑、甜味劑或食品中微生物衛生標準等項目，期望透過加強稽查及抽驗，提升產品安全衛生。  食藥署呼籲食品業者應遵守食品安全衛生管理法相關規定，落實自主管理，產製之環境衛生應符合「食品良好衛生規範(GHP)準則」，製程中倘需使用食品添加物，亦應符合「食品添加物使用範圍及限量暨規格標準」，如查獲違反相關規定，將依法處辦，以維護消費者食用衛生安全。,2025-03-12,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623446
29,發布修正農藥殘留容許量標準 加強食品殘留農藥管理,                        衛生福利部於本(11)日發布修正「農藥殘留容許量標準」，修正內容為增修訂阿納寧等32種農藥於100項農作物之殘留容許量、刪除二‧四地等2種農藥6項殘留容許量，以及增列「普硫松」為公告禁用農藥。前述增修訂殘留容許量，包含進口容許量7種農藥20項農作物之殘留容許量；國內登記案10種農藥62項農作物之殘留容許量；配合檢驗方法修正16種農藥18項農作物之殘留容許量。    我國對於農藥之核准登記及修訂殘留容許量，分別由農業部及衛生福利部依權責辦理。農藥殘留容許量之增修訂依據來源為二，一為配合國內前端農業部核准國內農藥使用需求及範圍等規定；二為因應國際貿易需求，由出口國政府或農藥業者向衛生福利部食品藥物管理署(下稱食藥署)提出。針對進口農產品，因其農作物生長環境、病蟲害防治及用藥方法與國內情形不同，為國民飲食需求，係由食藥署參酌先進國家作法，受理增修訂進口農產品殘留農藥容許量之案件。另，農藥殘留容許量之修正，經審核農藥之毒性資料、農作物殘留量消退試驗資料、核准登記使用方法等科學性資料，參酌國際間標準，評估國人對各類農作物取食總量之累積風險，並會商農業部，經專家委員審核通過，期在保護國內消費者飲食安全之前提下，讓農藥之使用及管理更加合理化。    食藥署持續監測市售農產品之農藥殘留，如發現有違反農藥殘留容許量標準之規定者，依違反食品安全衛生管理法第15條第1項第5款規定，依同法第44條第1項第2款處新臺幣6萬元以上2億元以下罰鍰，並由地方政府衛生局聯合農業機關追查供應來源及殘留原因，依法處辦，讓民眾食的安心。,2025-03-11,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623447
